,RegionName,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms
277,11354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25833333333333,2.2,2.2,2.25,2.20275862068966,2.2,2.20990147783251,2.275,2.23315602836879,2.2,2.2,2.2,2.35714285714286,2.3077731092437004,2.32142857142857,2.35714285714286,2.35714285714286,2.35714285714286,2.34782608695652,2.35714285714286,2.35714285714286,2.35714285714286,2.33913262733232,2.39285714285714,2.425,2.4,2.3658536585365897,2.2916666666666696,2.28802153432032,2.3553162853297405,2.23375109089088,2.21428571428571,2.5,2.53571428571429,2.46428571428571,2.5328947368421098,2.56656477051214,2.4952107279693503,2.5,2.5,2.5,2.51923076923077,2.6944065484311004,2.75,2.8384622367465497,2.78571428571429,2.9102416570771004,3.05882352941176,3.0859375,2.9484155781325603,2.82352941176471,2.7613662456946004,2.78571428571429,2.76153846153846,2.76153846153846,2.68928571428571,2.54666666666667,2.60294117647059,2.60081269349845,2.59577067669173,2.62666666666667,2.52666666666667,2.5,2.5,2.5289473684210497,2.53571428571429,2.63333333333333,2.625,2.52933333333333,2.57142857142857,2.71428571428571,2.7272727272727297,2.53846153846154,1
313,11374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27466779756856,2.2900763358778597,2.36108316566063,2.36666666666667,2.3333333333333304,2.3113132911392404,2.28571428571429,2.2666666666666697,2.3333333333333304,2.37514434180139,2.35714285714286,2.3650234741784,2.37373737373737,2.41035152799859,2.48235984534659,2.5107604017216603,2.5,2.52941176470588,2.43097169342824,2.4417344173441697,2.4,2.42647058823529,2.4411764705882404,2.54712199226654,2.47407407407407,2.33611111111111,2.50581111125993,2.56288156288156,2.46478873239437,2.4120129870129903,2.53521126760563,2.27641146278871,2.37084558823529,2.36229343006852,2.38888175574798,2.36386217948718,2.34171034620906,2.31316725978648,2.4091880341880296,2.3428682279909703,2.3200850107484903,2.3320590699622996,2.34771573604061,2.43873549419768,2.46428571428571,2.49054224464061,2.37819025522042,2.43727777777778,2.4375,2.4375,2.4613167259786497,2.48,2.47250874125874,2.4396703749485003,2.42857142857143,2.40571428571429,2.41199478487614,2.43194444444444,2.31882352941176,2.375,2.31882352941176,2.4,2.41387726638773,2.38505747126437,1
318,10036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.1,5.124559680646,5.02457865168539,4.896875,4.773182762201451,4.96165644171779,5.1,5.04915730337079,5.08885298869144,5.09702194357367,5.13219284603421,5.1499250374812595,5.1792828685259,5.228,5.1425300863082,5.11994002998501,5.09323308270677,5.11994002998501,5.153180938558299,5.08687466379774,5.08284023668639,5.15188559566371,5.20839904693043,5.2714285714285705,5.428571428571429,5.2714285714285705,1
388,11101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.07692307692308,4.12256267409471,4.13711254121499,4.12071670108896,4.0,4.04707914636881,4.07173517659919,4.14943465449021,4.15462288936427,4.13711254121499,4.16666666666667,4.11065413239326,4.07087120306147,4.11678072486635,4.093907056798621,4.0819764893405095,4.14943465449021,4.14943465449021,4.14943465449021,4.13318025258324,4.12071670108896,4.10869565217391,4.125,4.13706293706294,4.15896487985213,4.17,4.23467076933438,4.2652200740436,4.22288261515602,4.21561239651879,4.2064606741573,4.2064606741573,1
420,10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8919968919968895,5.11895866755016,5.4689648586707404,5.63528138528139,5.73333333333333,5.72597137014315,5.793573692551511,5.7,5.7098770116786906,5.80204778156997,6.085971577318139,5.8879870129870095,5.75342465753425,5.75342465753425,5.857142857142861,5.99375,5.91156462585034,5.7993019197207705,5.757252559726959,5.69237012987013,5.86052700049672,6.062581486310299,5.800674850645371,5.667593880389429,5.5681492109038695,5.54785020804438,5.60271646859083,5.54188311688312,5.667593880389429,5.33785784108365,5.4589041095890405,5.398648648648651,5.41961634010124,5.57184750733138,5.72936507936508,5.7993019197207705,5.7393954168698205,5.658436213991769,5.84666174909595,5.71428571428571,5.72916666666667,5.6949458483754505,5.71428571428571,5.71103896103896,5.829365079365081,5.896800550778099,5.69237012987013,5.71103896103896,5.67227096616874,5.61154512154512,5.70779220779221,5.268037518037519,5.508116883116879,5.57359307359307,5.28571428571429,5.33430192334302,5.3150684931506795,5.6630150471906,5.6430709208487,5.80204778156997,5.51948051948052,5.658436213991769,5.551618432329089,1
455,10461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2095959595959602,1.9991666666666699,1.9333333333333302,2.0,2.02941176470588,2.0,2.0,2.15384615384615,2.0714285714285703,1.99642857142857,1.9375,2.26236559139785,2.2666666666666697,2.1867816091953998,2.06904761904762,2.05555555555556,2.0,2.0,1.99642857142857,2.09453781512605,2.0,1.9375,2.0,2.0,2.06666666666667,2.13928571428571,2.0,2.0429824561403502,1
461,10022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.737582500153019,4.58333333333333,4.5056642636457305,4.44752478272159,4.573809523809519,4.741758241758241,4.61872806111914,4.66666666666667,4.49594438006952,4.52006308708284,4.5678571428571395,4.56428571428571,4.55748847926267,4.58214285714286,4.56428571428571,4.61872806111914,4.6236559139784905,4.66666666666667,4.64705882352941,4.6329254727475,4.62068965517241,4.616766467065871,4.56428571428571,4.53497498896572,4.638888888888889,4.35689455388181,4.3808411214953304,4.30648769574944,4.56428571428571,4.39333333333333,4.53636363636364,4.45283213182286,4.56428571428571,4.63000068620051,4.64912280701754,4.56428571428571,4.58823529411765,4.53497498896572,4.45700245700246,4.539393939393941,4.48159925511053,4.35689455388181,4.36363636363636,4.360265458759089,4.44325269257053,4.66666666666667,4.616766467065871,4.34511394360757,4.38461538461539,4.38461538461539,4.38461538461539,4.47257117606212,4.4620253164557,4.616766467065871,4.62068965517241,4.43391258557135,4.61872806111914,4.74683360551624,4.74683360551624,4.74337040205304,4.77914044448762,4.66666666666667,1
470,11106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01470588235294,3.0833333333333304,2.85,2.85714285714286,2.8214285714285694,2.92307692307692,2.91355721393035,2.9583333333333304,2.81696428571429,2.85714285714286,2.87333333333333,2.78321678321678,2.84615384615385,2.90994623655914,2.6797385620915,2.76153846153846,2.8,2.98075117370892,3.0577956989247297,3.0416666666666696,3.0,2.85714285714286,2.93560606060606,2.875,3.2,3.0,2.83582089552239,3.0,3.03860294117647,3.16239316239316,3.056,3.07433333333333,1
493,11432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50533333333333,2.26,2.28426395939086,2.3332142857142903,2.32375,2.28571428571429,2.28939225366803,2.30381604696673,2.36111111111111,2.4065779014308397,2.35714285714286,2.3352864583333304,2.3931455399061,2.516,2.5,2.42857142857143,2.5,2.49857142857143,2.61931034482759,2.58110236220472,2.58110236220472,2.51703703703704,2.5337837837837798,2.6,2.54058441558442,2.5337837837837798,2.6,2.44444444444444,2.5,2.5320817653096097,2.60714285714286,2.74875,2.62215517241379,2.5,1
548,10065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.702941176470589,4.78571428571429,4.6875,4.6609080022541605,4.71258166996344,4.57142857142857,4.793028322440089,4.987562189054731,4.8,4.76913357400722,4.92857142857143,5.026737967914441,5.2054794520547905,5.14157973174367,5.069047619047621,5.007374631268441,5.01063829787234,5.0,4.872652708827969,4.84375,4.93333333333333,5.0,5.0,4.9297208538587896,4.93333333333333,4.844720496894411,4.87595099574849,4.878048780487799,4.67840909090909,4.97445721583653,4.88505747126437,4.92057845903678,4.88505747126437,5.035108114392,5.0133689839572195,4.93150684931507,4.93150684931507,4.77967914438503,4.83333333333333,4.91978609625668,4.926559714795009,4.80641711229947,4.81283422459893,4.73971253693015,4.9093799682035,4.951138716356111,5.13698630136986,5.0578208556149695,5.07188249909745,5.17442627275125,5.42138079311992,5.117081850533809,5.13809523809524,5.02234993614304,5.10855683269476,5.10204081632653,5.18973214285714,5.30973451327434,5.29411764705882,5.04730573994533,5.0,4.86301369863014,1
587,10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93478260869565,6.13168724279835,6.098387096774191,6.017979549543389,6.006564765824031,5.9795918367346905,5.88664498057287,6.020576131687241,6.074074074074071,6.124331300486809,6.127694859038139,6.124331300486809,6.060166508918151,6.0823312070828495,6.09186746987952,6.020086083213769,6.019936496705821,6.05594405594406,6.019936496705821,5.99612825788752,6.0108024691357995,6.020576131687241,6.00793650793651,6.015873015873019,5.82602339181287,6.02033110745051,6.006564765824031,5.878405691648481,6.006564765824031,5.851063829787231,5.892857142857139,5.96671899529042,5.880653695169821,5.84730062237661,6.0397553516819595,5.97222222222222,6.216760765977059,6.05594405594406,6.09677419354839,6.04639282735613,6.092226613965741,6.05594405594406,6.094320831713951,6.09677419354839,6.09677419354839,6.12096774193548,6.234567901234571,6.3877551020408205,6.22137404580153,6.27972027972028,6.100071367099769,6.208170150063981,6.31221014119344,6.14776116585495,6.37426900584795,6.33106074220505,6.4226649012999495,6.43706640237859,6.559031281533801,6.675712347354139,6.54431727442108,6.68662674650699,1
607,11435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0714285714285703,2.14285714285714,2.1923076923076903,2.24200487012987,2.33116883116883,2.4,2.28571428571429,2.19666666666667,2.23076923076923,2.16306306306306,2.23076923076923,2.14615384615385,2.21428571428571,2.28571428571429,2.3333333333333304,2.195,2.18890518417462,2.206,2.25,2.2721179624664902,2.2721179624664902,2.23285714285714,2.25,2.27664739059042,2.42857142857143,2.3429549902152598,2.35714285714286,2.2969696969697,2.35714285714286,2.36301369863014,2.2962962962963,2.3846153846153797,2.27777777777778,2.28571428571429,2.36875,2.3225,2.3076923076923097,2.35504201680672,2.35294117647059,2.38533333333333,2.35714285714286,2.3473039215686295,2.3333333333333304,2.3411633109619703,2.3117121848739504,2.2871012482663,2.3333333333333304,2.3333333333333304,2.31369863013699,2.32129032258065,2.1875,2.1875,2.3333333333333304,2.37018518518519,2.34533333333333,2.35173611111111,2.32404761904762,2.28140169902913,2.3333333333333304,2.35625,2.41462602032317,2.46362926998439,2.3552610759493704,2.31666666666667,1
620,10034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21428571428571,2.2596153846153797,2.23684210526316,2.29230769230769,2.4827483285577796,2.4148809523809502,2.40016666666667,2.40833333333333,2.49833333333333,2.49166666666667,2.392,2.2642165242165198,2.42142857142857,2.392,2.3333333333333304,2.4038947368421097,2.46512012342958,2.50716332378224,2.42142857142857,2.2666666666666697,2.3062678062678104,2.26,2.42225274725275,2.50716332378224,2.42225274725275,2.42142857142857,2.2868646334938503,2.42142857142857,2.50716332378224,2.45145502645503,2.46,2.47660256410256,2.53869047619048,2.53571428571429,2.5,2.44444444444444,2.43333333333333,2.4474358974359,2.3846153846153797,2.43545751633987,2.40302197802198,2.4833333333333303,2.46153846153846,2.44166666666667,2.44166666666667,2.55357142857143,2.56532258064516,2.53676470588235,2.55,2.5867647058823504,2.55833333333333,2.53676470588235,2.5,2.42142857142857,2.42142857142857,2.3899595687331496,2.54423076923077,2.5,2.56071428571429,2.60769230769231,2.57884615384615,2.5114432971112404,1
633,11249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41021671826625,4.40142857142857,4.5414201183432,4.58579881656805,4.6,4.7364568081991205,4.79449656867766,4.5625,4.57291666666667,4.5625,4.542788461538461,4.59580838323353,4.6586402266289,4.700674887518749,4.61090500321433,4.48173575445822,4.28571428571429,4.40510835913313,4.45690909090909,4.5913769123782995,4.519132653061219,4.36984962406015,4.3635170603674505,4.55397727272727,4.545454545454549,4.69773094645392,4.92200788333259,4.602545968882599,4.77542579075426,4.99487179487179,4.95140530601523,1
702,11103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93725490196078,2.625,3.07878787878788,3.07692307692308,2.71428571428571,2.8333333333333304,2.81666666666667,2.8333333333333304,2.76923076923077,2.76923076923077,3.0,2.83597883597884,2.82258064516129,2.80017921146953,2.69615384615385,2.68156759348035,2.6119402985074602,2.69230769230769,2.5833333333333304,2.6726190476190497,2.75961538461538,2.66,2.67857142857143,2.75,2.82294117647059,2.6153846153846203,2.61935897435897,2.59340659340659,2.69230769230769,2.69230769230769,2.6660000000000004,2.64285714285714,2.78119047619048,2.89394444444444,2.8037037037037003,2.80769230769231,2.89153439153439,1
712,11231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,3.15,3.2407407407407405,3.2941176470588194,3.4210526315789505,3.2941176470588194,3.3333333333333304,3.387,3.3333333333333304,3.1666666666666696,3.23076923076923,3.28571428571429,3.2,3.3548387096774195,3.375,3.375,3.3333333333333304,3.23076923076923,3.28571428571429,3.375,3.43333333333333,3.45645500420521,3.43303571428571,3.3660714285714306,3.46428571428571,3.375,3.43571428571429,3.5,3.55992063492064,3.56949806949807,3.61111111111111,3.51785714285714,3.5,1
713,11367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68965517241379,2.53125,2.42857142857143,2.65435139573071,2.56696428571429,2.4460431654676302,2.4113475177305,2.42857142857143,2.46666666666667,2.41379310344828,2.37931034482759,2.37931034482759,2.41379310344828,2.41379310344828,2.42857142857143,2.60714285714286,2.53571428571429,2.5267993874425696,2.57142857142857,2.57142857142857,2.57142857142857,2.57142857142857,2.53846153846154,2.52907328891581,2.5,2.60714285714286,2.5530753968254,2.60714285714286,2.57142857142857,2.5704365079365097,2.52647058823529,1
724,11102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93333333333333,2.99166666666667,3.08578431372549,3.09817170111288,3.14615384615385,3.14615384615385,3.0833333333333304,3.15202429149798,3.09210526315789,3.1076254826254797,3.0,3.05882352941176,2.92307692307692,3.075,3.125,3.29884004884005,3.25198412698413,3.18333333333333,2.90833333333333,3.0,3.21428571428571,2.98148148148148,3.20881416633506,3.15972222222222,3.23076923076923,3.21428571428571,3.21553446553447,3.07692307692308,3.25,3.04975922953451,3.04975922953451,2.93333333333333,2.99,3.0714285714285694,3.11655405405405,3.17796610169492,3.14285714285714,3.2636363636363597,2.89072543617998,3.0,2.9993990384615397,3.28571428571429,3.0714285714285694,3.06923076923077,3.19444444444444,2.93095238095238,3.0925155925155896,3.0957207207207205,3.0957207207207205,3.21428571428571,3.1414285714285697,3.0,3.07538461538462,3.0925155925155896,1
879,11105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69230769230769,2.71282051282051,2.6039886039886,2.57142857142857,2.7058823529411806,2.7407407407407405,2.7071428571428595,2.79370629370629,2.7453703703703702,2.6666666666666696,2.95903010033445,2.86875,2.62422037422037,2.75862068965517,2.76769230769231,2.57142857142857,2.65909090909091,2.69230769230769,2.53846153846154,2.71957671957672,2.6666666666666696,2.75447839831401,2.75,2.76923076923077,2.625,2.76923076923077,2.5271164021164,2.7083333333333304,2.57142857142857,2.69230769230769,2.7083333333333304,2.75862068965517,2.71428571428571,2.7275132275132297,2.92307692307692,2.84615384615385,2.8894472361809,1
929,10038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9416968332379,4.966952054794519,5.0,5.0,5.03258193241637,5.054012345679009,5.07165677772707,5.0718849840255595,5.06756756756757,5.09510869565217,5.07760915867945,5.07115375961841,5.125,5.17651190718963,5.125,5.09868421052632,5.0357870606215,5.03846153846154,5.07991423273064,5.0843023255814,5.1398026315789505,5.125,5.125,5.182333873581849,5.1125,5.125,5.17651190718963,5.0718849840255595,5.0357870606215,5.03205128205128,5.09868421052632,5.02205882352941,5.03311258278146,5.125,5.182333873581849,5.18638573743922,5.1830985915492995,5.19644659184734,5.187532491361121,5.05249878340351,5.01408450704225,5.03311258278146,5.0,4.9633203799654595,5.069230769230769,5.09868421052632,5.18148148148148,5.182333873581849,5.125,5.08333333333333,5.180424868230911,5.125,5.18638573743922,5.125,5.24324324324324,5.230769230769231,5.37318255250404,5.388509576495429,5.37358314617072,5.37358314617072,5.37318255250404,5.24324324324324,1
943,11358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20588235294118,2.42857142857143,2.35714285714286,2.32051282051282,2.3333333333333304,2.23529411764706,2.35,2.40909090909091,2.42857142857143,2.4181547619047596,2.2533333333333303,2.3780303030303,2.4833333333333303,2.4,2.46153846153846,2.4,2.35714285714286,2.42857142857143,2.42857142857143,2.35714285714286,2.3541666666666696,2.42857142857143,2.46514423076923,2.42857142857143,2.6202380952381,1
